video id,initial time,final time,question,answer
nQM5LT1-ZRU,155.71,190.56,"the man then , and adjusts the shifter [blank] .",lever
hCFCYe_Jp-k,41.11,84.69,there 's a woman in a [blank] shirt and black tights and very short hair performing tricks with a small stick in her backyard by the swing .,gray
hCFCYe_Jp-k,41.11,84.69,there 's a woman in a gray shirt and [blank] tights and very short hair performing tricks with a small stick in her backyard by the swing .,black
hY73M6hJqgU,32.72,108.09,they mix the [blank] around a bowl and place butter and milk into another bowl and mix them all together .,eggs
hY73M6hJqgU,108.09,198.32,they add several more [blank] to the mixture and show the end result of cookies sitting on a plate .,ingredients
4efxBizoKyQ,4.3,21.49,his wife is cleaning off a piece of [blank] bedframe quickly .,white
OSjsVUg_wXA,2.7,108.07,a marching band plays in a [blank] while the cheerleaders perform on side .,stadium
zGT6EplIOHY,5.76,162.07,people kick a ball indoor between [blank] cones on fake grass .,yellow
zGT6EplIOHY,130.81,155.49,players kick a [blank] that knocks down a yellow cone which they pick up .,ball
zGT6EplIOHY,130.81,155.49,players kick a ball that knocks down a [blank] cone which they pick up .,yellow
B0enQXEBfKk,98.1,99.59,the camera shows [blank] judges of the event standing and clapping or pointing .,three
nhky9RGjzwc,0,25.01,[blank] women are arm wrestling on a table .,two
ZKo1lM6TJTY,0,8.66,a gymnast holds a [blank] attached with a string and then spins holding the ball .,ball
ZKo1lM6TJTY,8.72,12.03,"then , the gymnast throw the [blank] while spinning in the field .",ball
-2dxp-mv2zo,3.16,30.35,a female chef in [blank] uniform shows a stack of baking pans in a large kitchen presenting them .,white
-2dxp-mv2zo,30.98,37.3,the [blank] are filled with pastries and loaded into the oven .,pans
-2dxp-mv2zo,37.3,51.21,a [blank] is used to cut cylinder shaped dough into rounds .,knife
HF_a81qOmVQ,0,10.86,the man in [blank] shirt is bouncing the ball on the paddle .,yellow
HF_a81qOmVQ,5.27,20.41,the player almost hit the [blank] with the paddle .,ball
HF_a81qOmVQ,17.12,52.67,[blank] player as pushing each other .,two
PVJK-r4pNg8,21.93,61.62,we see [blank] men playing a game of squash .,two
pn1XDTlNMso,0.7,88.09,[blank] women are seen speaking to the camera and lead into rubbing down furniture as well as showing off polish .,two
hwP4uLVR-uc,43.57,72.24,the [blank] player walks over and picks up a [blank] .,bell
QMFtjdg6d2A,0,9.13,a man in a green shirt is waving a red [blank] .,towel
QMFtjdg6d2A,0,9.13,a man in a [blank] shirt is waving a red towel .,green
QMFtjdg6d2A,0,9.13,a man in a green shirt is waving a [blank] towel .,red
QMFtjdg6d2A,9.55,10.82,a brown [blank] knocks a person to the ground .,bull
QMFtjdg6d2A,9.55,10.82,a [blank] bull knocks a person to the ground .,brown
0MyaFtXcTKI,154.73,215.75,more [blank] are shown of the kids playing with one another and laughing to the camera .,clips
sFQ343Qq4TE,46.91,105.42,the man moves up and down a [blank] while swinging his arms around and walks to the camera in the end .,bar
HtZ0bvriAvQ,2.58,21.91,a gymnast wearing a red and black [blank] jumps on the horse bar .,uniform
HtZ0bvriAvQ,43.49,58.96,"the the third time she jumps again on the horse bar and raises her left foot , does a front flip and gets off the [blank] .",bar
HtZ0bvriAvQ,58.96,64.44,she repeats the same [blank] again and jumps off the [blank] bar .,horse
EVcn8N-YxtI,0,29.78,[blank] people are seen performing tango moves slowly while text appears on the screen .,two
bqBJ1tcHCHk,19.41,80.88,she then brushes the [blank] 's [blank] thoroughly while still looking to the camera and speaking .,mane
mrqSaH_FIcs,8.13,66.2,the man put away the [blank] .,plant
-PbWrGLuHT8,13.28,35.6,more [blank] are shown of the person riding back and fourth on the board .,clips
2cYfV33Qw4Y,0,30.6,a man talks to the camera as people begin going down a man made [blank] water river on kayaks .,white
6dc-fQCzOiw,0.87,24.4,"a person talks in the [blank] , then the person skateboard on the road .",street
6dc-fQCzOiw,24.4,48.8,"then , the person kicks the [blank] back .",skateboard
K7oJNZsI1Cc,0,163.39,woman is standing in a big [blank] holding an epee and aman walks in and holds other epee and start fighting with the woman .,room
K7oJNZsI1Cc,98.85,163.39,kids enters in a [blank] and run to the man and woman .,room
K7oJNZsI1Cc,151.95,163.39,man gives a black [blank] to the woman and wear it .,mask
K7oJNZsI1Cc,151.95,163.39,man gives a [blank] mask to the woman and wear it .,black
Ocvdvqvu7I8,0,64.18,a child in a stable brushing a [blank] hair .,horse
Ocvdvqvu7I8,0,64.18,a child in a [blank] brushing a horse hair .,stable
ZDlw4L7oNfs,0,25.19,[blank] people are chilling out on their skateboards .,two
PV6OCwbp6nQ,25.75,69.45,she puts the [blank] under her feet and starts demonstrating a little bit .,rope
xxvBR4zdV48,7.82,30.55,a man in the tuxedo starts explaining [blank] jack .,black
xxvBR4zdV48,7.82,30.55,a man in the [blank] starts explaining black jack .,tuxedo
xxvBR4zdV48,70.34,110.13,the man in the [blank] continues to explain the rules of blackjack .,tuxedo
BHQasKzBDQU,2.37,26.99,[blank] women are standing no a table arm wrestling in the middle of stage .,two
BHQasKzBDQU,2.37,26.52,referee wearing black and white [blank] is standing behind the girls .,shirt
BHQasKzBDQU,26.52,56.83,[blank] hot women are arm wrestling on a table .,two
EwoxOKwqUPI,116.6,142.2,the [blank] players hug each other and raise the woman 's arm in victory .,two
fTQYGNJpSUk,0,6.38,an animated new paper clipping is shown and the video consists of a bunch of letters in [blank] block letters giving the title .,black
fTQYGNJpSUk,21.86,42.82,the young woman then walks over to a male dressed in all [blank] and begins asking him questions about the game .,black
tkQK_2celDY,0,55.96,a gray [blank] is walking outdoors .,dog
tkQK_2celDY,0,55.96,"a [blank] dog is walking outdoors , and the owner is young white male who is walking along with the dog outdoors and talking to the camera .",gray
tkQK_2celDY,0,55.96,"a gray dog is walking outdoors , and the owner is young [blank] male who is walking along with the dog outdoors and talking to the camera .",white
tkQK_2celDY,55.96,60.03,a screen appears that displays [blank] logos in the middel and the text above the logos read `` behind the scenes '' and under the logo words read `` presented by : geico '' .,two
S2MHi_oC3Lg,49.98,94.52,she dabs a brush in the [blank] and begins painting her nails .,paint
-EKpX0t44pQ,33.87,97.62,a man in a [blank] shirt is tattooing the man laying down .,red
qp9OcGPufEc,0,48.29,a [blank] is seen running around a man in the middle of an open field .,dog
4_3m_-SGzXw,53.7,98.17,the [blank] is printing a sign .,machine
4_3m_-SGzXw,98.17,167.81,men are sticking the wallpaper to a [blank] wall .,white
_0mR06FcftE,78.44,89.02,she brushes the [blank] on the sink edges to clean it .,toothbrush
_0mR06FcftE,113.3,117.04,then she takes some vinegar on the wash cloth and wipes the [blank] down with it .,sink
vZzl0RbIQPM,16.96,39.27,the [blank] list appears and the host talks about them .,ingredients
vZzl0RbIQPM,71.41,82.12,next [blank] are sliced on a cutting board .,lemons
vZzl0RbIQPM,83.9,99.08,the many [blank] are juiced one by one .,lemons
vZzl0RbIQPM,101.75,132.99,"the host fills the [blank] with ice and pours in the liquid ingredients , followed by basil and lemon slices .",container
7EEpIeXhO54,2.1,46.99,a large [blank] is seen followed by a person walking in and falling off a board .,pool
7EEpIeXhO54,67.33,138.17,several more [blank] are shown of people attempting to dive in the water but failing .,clips
wlAnWPxnQ8k,0,5.13,girlwearnig a [blank] body is in fornt of a balance pole and make a jump to stands on top .,purple
LvkqCFRC5Vk,7.02,9.95,a man in a [blank] suit is talking .,brown
Cdmd9VB8tJI,24.52,57.91,he pours more [blank] on the dog and rubs the [blank] into it 's fur .,shampoo
SHzmpIt0Euw,34.95,36.75,he measures the [blank] to put between the door opening .,slat
SHzmpIt0Euw,73.49,76.18,he puts a wooden slat in the door [blank] .,entrance
SHzmpIt0Euw,91.42,95,he picks the [blank] up .,slat
SHzmpIt0Euw,101.28,103.07,he cuts the [blank] .,slat
SHzmpIt0Euw,114.72,118.3,he lays the [blank] down again .,slat
9tks__Y0mqI,0,71.66,a lady is feeding a baby ice cream in a [blank] .,car
YS3Q47uz3HI,47.93,61.51,she adds some [blank] to the flour along with vanilla essence .,eggs
YS3Q47uz3HI,106.25,119.03,then she pours the mixture in a baking [blank] .,bowl
YS3Q47uz3HI,131.02,142.2,she bakes the [blank] and pulls it out when it 's done .,cake
YS3Q47uz3HI,142.2,149.39,she also shows some other baked [blank] that she has prepared .,goodies
beejEQ04nkY,15.77,29.38,more [blank] are shown of people throwing frisbees and dogs following after .,clips
WVJEFQpO5jg,49.24,68.73,the man grabs the [blank] and takes a big step behind him and throws the [blank] .,ball
WVJEFQpO5jg,114.9,148.75,the man does a [blank] degree move around as he holds the ball against his neck .,90
WVJEFQpO5jg,155.93,174.4,the man holds the [blank] against his neck as he does a full 180 degree rotation with his body .,ball
WVJEFQpO5jg,155.93,174.4,the man holds the ball against his neck as he does a full [blank] degree rotation with his body .,180
CteuM2BUmHo,0,3.71,we see the [blank] screen on gray .,opening
o00AfbAIOlA,0,5.09,the boy is opening the [blank] .,box
o00AfbAIOlA,5.09,13.74,he then removes the [blank] .,bicycle
o00AfbAIOlA,46.32,78.89,he is assembling the [blank] .,bicycle
pMXz0BKQOLQ,15.5,40.3,a food attendant prepares an ice cream [blank] from a frozen yogurt dispenser .,cone
c8ntlBKuVmc,0,13.57,a [blank] is shown in a backyard in front of bushes .,bench
c8ntlBKuVmc,20,87.85,a man is using a [blank] to trim the hedges .,ladder
c8ntlBKuVmc,88.57,142.85,"he moves the [blank] , and walks around with the ladder , continuing to trim hedges .",bench
K1EW6wZDnOs,0,17.42,a small [blank] is outside in a field being held by a rope that is attached to a belt wrapped around the horse 's neck .,horse
K1EW6wZDnOs,40.18,56.19,"however , the [blank] does n't seem to please and begins moving his lip trying to avoid the treatment .",horse
l9jSJaV0DA0,0.99,197.6,a boy demonstrates how to ride a skateboard in the [blank] through example .,street
l9jSJaV0DA0,145.24,192.66,the boy then returns to the curbside and puts [blank] foot on the board and the other on the ground as he stands still .,one
BIy2GQjWUsA,29.18,31.06,the person puts the [blank] on a dog with it 's claw sticking through the hole .,glove
BIy2GQjWUsA,31.06,36.68,a person shows a clipping [blank] .,tool
BIy2GQjWUsA,48.19,53.55,the person then sands the [blank] claw with an electric sander .,dogs
yUSo_xjyGhM,0,120.05,[blank] young boys are at a sink .,two
yUSo_xjyGhM,13.21,120.05,he is washing the [blank] .,dishes
DfiPwDSjjHE,31.47,45.69,she picks up a clear [blank] and opens it .,box
DfiPwDSjjHE,72.09,81.22,she closes the [blank] and puts it away .,box
DfiPwDSjjHE,102.54,127.93,she then picks up a small red [blank] .,bag
DfiPwDSjjHE,102.54,127.93,she then picks up a small [blank] bag .,red
j4YrzUjxAp8,6.73,13.08,a person vacuums the [blank] .,carpet
j4YrzUjxAp8,13.85,17.89,a person wets and vacuums the [blank] .,carpet
j4YrzUjxAp8,28.66,30.78,a person empties the contents of the vacuum in a [blank] sink .,white
hXrNCak63u0,0,80.23,a [blank] is sitting behind a piano in a room .,robot
hXrNCak63u0,10.75,80.23,its hands are lighting up no the [blank] keys .,piano
Xueo66Jb8T4,0,9.92,a white screen appears with a [blank] brand name that say 's `` the shingle hog '' and it has a picture of a hog in the o of the word hog .,black
Xueo66Jb8T4,62,66.13,the [blank] is now shown on its own .,tool
Xueo66Jb8T4,122.34,128.96,a black screen appears and it has a list with a lot of [blank] words on it and the title is `` shingle hog savings '' .,white
WVM8itzRVjs,0,15.85,[blank] men in sports uniforms are shown along with information about aib .,four
WVM8itzRVjs,59.19,71.35,the man wearing white [blank] then tries the practice [blank] out .,wall
WVM8itzRVjs,59.19,71.35,the man wearing [blank] shorts then tries the practice wall out .,white
WVM8itzRVjs,72.93,85.61,and finally the man with [blank] hair gives it a try .,red
WVM8itzRVjs,89.84,95.13,the last man to practice with [blank] hair talks .,red
MjHlAvy2qVY,107.53,120.14,finally a man is seen packing up a fish in a [blank] .,shop
1fyxOUEihAQ,0,34.1,kid is holding a [blank] and is blowing [blank] from the street .,leaves
1fyxOUEihAQ,34.1,109.99,the kid walks in a sidewalk and cleans the dry [blank] with the blower and a man help him .,leaves
1fyxOUEihAQ,34.1,109.99,the kid walks in a [blank] and cleans the dry leaves with the blower and a man help him .,sidewalk
pc_QYeZG9GA,0,3.38,a little boy is in a messy living [blank] .,room
pc_QYeZG9GA,4.25,14.38,he is using an electric [blank] .,toothbrush
pcFn1KBwn6Y,0,18.81,a man in a light [blank] shirt breaks the pool balls to start the game .,blue
pcFn1KBwn6Y,109.6,163.59,he finally hits the black [blank] in and ends the game .,ball
pcFn1KBwn6Y,109.6,163.59,he finally hits the [blank] ball in and ends the game .,black
9uitA8tmSfE,56.82,206.63,several more women dive off diving [blank] into the water .,boards
rNQbSptv1cM,0,3.26,we see the starting title [blank] .,card
ICzctKJ6nqc,48.15,84.79,then she takes a neon [blank] colored hula hoop and spins it around her body .,green
-vPshfXc1fc,0,12.21,a man is welding a circular metal [blank] .,piece
-vPshfXc1fc,12.44,19.95,a [blank] light appears out of no where .,green
a2Xwx37YbhE,0,3.95,a black and white [blank] is at a dog park .,dog
Paj9y9YMSg0,71.85,74.6,a person standing on the sidelines waves a white [blank] .,flag
Paj9y9YMSg0,71.85,74.6,a person standing on the sidelines waves a [blank] flag .,white
j59UZGZtuNg,0,7.55,"[blank] girls walk up to a pool , ready to dive .",two
SWbUJh4XuMQ,6.27,72.99,a welding [blank] is applied to a surface .,tool
SWbUJh4XuMQ,18.8,19.91,a guy that is holding a welding tool is wearing a [blank] .,helmet
SWbUJh4XuMQ,25.07,27.28,two gloved hands are using a welding [blank] and stick on an object .,gun
SWbUJh4XuMQ,25.07,27.28,[blank] gloved hands are using a welding gun and stick on an object .,two
8d8juWOKb0c,3.14,7.85,a man is dressed in dark medieval [blank] .,armor
8d8juWOKb0c,100.53,128.02,the winner now jousts against a man carrying a [blank] diamond shaped shield .,blue
7DY1vm9RiIk,4.93,197.28,several [blank] begin playing of volleyball fields with spectators .,clips
7DY1vm9RiIk,4.93,17.75,the first [blank] shows the players celebrating .,clip
gRqvh21b8Hw,19.54,59.41,above from the dive board [blank] swimmers are standing by .,two
ZbAfEWdGBzQ,0,8,[blank] wrestling women are fighting in a ring .,two
06ofnvq2Hjs,5.09,28.49,we see a man talking and shots of skateboards as people assemble in a [blank] .,room
06ofnvq2Hjs,147.54,151.61,a man jumps [blank] and falls .,stairs
Pf8eE_zup_k,5.97,17.91,a woman puts [blank] glasses on the counter .,two
32-Bxdbf3mQ,0,19.48,a man in a [blank] shirt drives an orange tractor around the lawn .,red
32-Bxdbf3mQ,0,19.48,a man in a red shirt drives an [blank] tractor around the lawn .,orange
32-Bxdbf3mQ,1.42,3.01,a [blank] runs around the yard .,dog
32-Bxdbf3mQ,19.65,35.41,a woman drives the orange [blank] .,tractor
32-Bxdbf3mQ,19.65,35.41,a woman drives the [blank] tractor .,orange
UiK3kYsvvQ8,0,40.28,[blank] women are seen walking on stage and lead into them performing a belly dancing routine .,two
XP5Oqr1giQ4,0,50.56,a man is [blank] fighting = .,bull
XP5Oqr1giQ4,50.56,82.8,there are [blank] men now .,three
74HRnmwIhfM,0,35.27,the [blank] appear in small clear dishes .,ingredients
74HRnmwIhfM,35.27,62,the [blank] begins to boil .,spaghetti
74HRnmwIhfM,62,136.82,[blank] are being fried .,onions
74HRnmwIhfM,136.82,179.58,"next , more [blank] are added with pasta and egg yolks .",ingredients
74HRnmwIhfM,179.58,212.72,the [blank] is done .,sauce
74HRnmwIhfM,212.72,213.79,more [blank] are shown .,entrees
PG-AK5fawJI,0,204.27,"a tv presenter and an actress are putting googles to play rock , paper and scissors pie on front a pie with [blank] cream .",white
PG-AK5fawJI,54.55,148.56,"after playing a while , the woman turn a [blank] that raise the pie that lands on the face of the actress .",handle
PG-AK5fawJI,148.56,203.11,"then , the [blank] lands for the second time on the face of the actress , as well on the face of the tv presenter .",pie
nTNkGOtp7aQ,0,19.07,man is standing in a [blank] and make a vig somersault into the pool .,trampoline
nTNkGOtp7aQ,0,32.93,[blank] men are sitting in the first floor of the trampoline watching the jump .,two
nTNkGOtp7aQ,26.52,34.67,"man get outs the pool , grab a [blank] and dry his face .",towel
WXQol1TisqE,17.57,27.87,a horseriding man chases a [blank] .,cow
WXQol1TisqE,27.56,54.22,the man lassos and secures the [blank] .,cow
-DaX_1bBNAo,0,20.24,a woman wearing a [blank] is standing in a room .,bra
-DaX_1bBNAo,0,20.24,a woman wearing a bra is standing in a [blank] .,room
cgfJnog1WLE,7.37,35.01,the lady cracks her [blank] and then bends down and tries to lift the weights .,knuckles
cgfJnog1WLE,35.93,65.41,"the girls ends up twisting her arm in a circle , drops the [blank] and cries out in agony .",bar
cgfJnog1WLE,65.41,105.94,"another girl then walks up and lifts the [blank] half way , realizes shes incapable and drops it .",bar
LZ-Cy0GqCiU,4.81,21.63,a [blank] charges a man and knocks him around until people come out and distract him .,bull
LZ-Cy0GqCiU,57.67,68.25,once again the [blank] charges the man and knocks him down .,bull
LZ-Cy0GqCiU,68.25,77.86,people come out and distract the [blank] .,bull
l_cjSGt5j40,60.8,152.56,the man then plays the [blank] while the camera captures him playing .,piano
Xd_xJnlUHm0,139.69,185.02,he applies messy [blank] and poses for the camera .,makeup
LublNVXGH5I,74.91,99.88,the man sprays the [blank] where the stain is and wipes the area with a paper towel .,window
fI12XNNqldA,8.84,127.07,[blank] people are seen kneeling before a plant sitting on the ground and speaking to one another .,two
xFqGY-y4OUg,43.89,149.4,"a man and woman enter the [blank] , grabbing cues .",room
9i7ABIB99Ow,112.2,167.87,"finally adding the [blank] to it , along with some cheese and parsley flakes and mixing it all together .",pasta
6d9z33GFEGo,0,12.43,a man is holding a [blank] glass and talking .,wine
6d9z33GFEGo,23.21,29.84,he shows [blank] that are sitting on a counter .,bottles
6d9z33GFEGo,56.37,75.43,he adds [blank] to the pan .,seasonings
6d9z33GFEGo,79.58,88.7,he stirs a [blank] that is on the stove .,pot
6d9z33GFEGo,108.59,144.24,he begins to stir the pasta is in the [blank] .,pan
f4983HmCNiM,85,105.36,some fall off their [blank] .,bicycles
cp4n_xpbBDs,0,4.07,a black screen appears and the [blank] words on it read `` rob lane is the millionairemaintenance man '' .,white
cp4n_xpbBDs,4.07,11.81,a man wearing [blank] appears outdoors in front of a fence .,glasses
cp4n_xpbBDs,4.07,11.81,he 's holding an air brush [blank] and talking .,machine
oijpI0s_R04,5.11,46.83,[blank] people in a room dance slowly to the back .,two
oijpI0s_R04,85.15,117.5,we see a title and the lady in the [blank] room dancing alone .,green
X5gh32tHdsc,28.61,124.75,they hit the [blank] back and forth for a while .,ball
X5gh32tHdsc,126.34,158.92,other men in the [blank] occasionally look up .,room
Mo9-1cuMVtQ,83.9,94.87,the man talks [blank] more time .,one
Mo9-1cuMVtQ,94.39,95.34,we see the newscaster in the [blank] again .,studio
mpj1rR1wXKU,2.94,60.7,we see a man in a [blank] shirt bowling talking in a bowling alley .,blue
mpj1rR1wXKU,19.58,29.37,the man picks purple [blank] from the dispenser and talks to the camera .,ball
mpj1rR1wXKU,19.58,29.37,the man picks [blank] ball from the dispenser and talks to the camera .,purple
mpj1rR1wXKU,66.58,136.09,the man holds the [blank] out .,ball
mpj1rR1wXKU,137.07,186.02,"the man puts the [blank] down and grabs another , then another and talks .",ball
PN99KIY7jRY,0,4.57,a man serves a tennis [blank] with his racket .,ball
0pGXfomqurw,0,39.95,woman wearing sport [blank] is climbing [blank] and talking to the camera .,stairs
XxbuqeqOGaM,15.57,47.14,he brings the [blank] to a sharpener and begins slowly to demonstrate .,knife
U-mwyUsNOMU,142.37,199.73,finally the person grabs the [blank] and presents it to the camera .,fish
WUcjqCvYfQ0,18.06,37.63,"they go in the [blank] and gather supplies for shaving , which are listed on the screen .",house
4MKbQ816r9A,38.63,53.83,he then takes [blank] syrup like liquor and pour them in the cup .,two
4MKbQ816r9A,38.63,53.83,he then takes two syrup like liquor and pour them in the [blank] .,cup
4MKbQ816r9A,78.57,86.82,the [blank] is complete .,drink
fgP3D3Gqn6U,2.64,51.71,the gate open and calf and a man come out we see [blank] men hogtie calf 's .,four
fgP3D3Gqn6U,60.68,84.96,we see a [blank] running in the ring and another calf being hogtied .,calf
3jt4XE6ilIQ,0,18.3,there 's a man in a [blank] shirt being interviewed in the 60 minutes program by the host of the show .,white
d4B9z_WJAKs,0,16.69,four men are playing bad [blank] .,mitten
d4B9z_WJAKs,0,16.69,[blank] men are playing bad mitten .,four
d4B9z_WJAKs,153.83,186.02,the [blank] team makes several points in a row .,yellow
d4B9z_WJAKs,232.53,238.49,the [blank] ends with the yellow team holding trophies .,clip
d4B9z_WJAKs,232.53,238.49,the clip ends with the [blank] team holding trophies .,yellow
mB0MeZjjCmU,0,2.14,a vanilla sponge [blank] is shown on the title screen .,cake
mB0MeZjjCmU,2.14,15.01,a white [blank] is then placed on a brown table alongside four brown eggs .,plate
mB0MeZjjCmU,2.14,15.01,a [blank] plate is then placed on a brown table alongside four brown eggs .,white
mB0MeZjjCmU,2.14,15.01,a white plate is then placed on a [blank] table alongside four brown eggs .,brown
mB0MeZjjCmU,2.14,15.01,a white plate is then placed on a brown table alongside four [blank] eggs .,brown
mB0MeZjjCmU,15.01,58.95,they are then put in a silver [blank] and they are whisked at a rapid pace as sugar is gradually added it and the whipping continues .,bowl
mB0MeZjjCmU,163.99,214.37,the [blank] is then added and poured into another bowl before the final product is shown .,vanilla
TPqgLJpxyvY,0,23.25,a person rolls over in [blank] and looks at their phone .,bed
lUw8OA9R4mQ,60.29,155.65,the woman puts her [blank] down and begins leading a group of people dancing around .,drink
BryW4niZT9Y,0,45.28,a man serves a tennis [blank] when playing tennis with a person in a tennis court .,ball
-NndIs9BaS4,25.05,106.58,man drops the [blank] and explain how to jump and holds the [blank] again .,rope
Ti3z17QofU8,0,5.43,we see an opening scene on a [blank] background .,black
xpmXZBpYrM0,20,35.54,the person then begins to shave the length of their leg with a [blank] razor .,blue
C1djGYqkhYI,0,12.86,a young girl in a [blank] leotard begins twirling a baton and doing tricks .,green
C1djGYqkhYI,0,12.86,a young girl in a green [blank] begins twirling a baton and doing tricks .,leotard
C1djGYqkhYI,74.49,107.18,she runs off the [blank] to finish her performance .,floor
lkCpF06uEmE,0,8.62,a person lifts a [blank] kg weight until the shoulder and then above the head .,90
lkCpF06uEmE,10.48,29.35,"then , the man lifts [blank] kg weight above his head .",95
y1CzJvvItrM,19.44,65.09,a black [blank] is sitting next to him .,bucket
y1CzJvvItrM,19.44,65.09,a [blank] bucket is sitting next to him .,black
qD52CX0CSBs,18.59,41.84,the [blank] sniffs all around the woman while she pets him down and turns his head in the end .,horse
UvIS1-hwgaQ,9.37,149.17,"a man approaches a large mountain , with friends , and climbs it while attached to a [blank] rope until he reaches the top .",green
ULBhK8jXNws,4.62,8.31,there is a [blank] being driven on the road in the beginning of the video .,truck
b_DY76Y6ekg,10.51,62.03,the man sits on a bench and is hooked to a large [blank] rope .,white
-b2lkhdJXf4,0,7.54,a small white [blank] dashed out into the court and hits a player smack dab in the head .,ball
-b2lkhdJXf4,0,7.54,a small [blank] ball dashed out into the court and hits a player smack dab in the head .,white
-b2lkhdJXf4,7.54,12.38,"another player then steals the [blank] and starts kicking it until its more into his control , and kicks it straight into the goal .",ball
1oyWMusaDTI,22.23,46.32,we see the road in the distance and see [blank] driving .,cars
wsrSku74OpM,31.41,132.45,a person moves the [blank] alongside the table while the person continues throwing .,cups
cdb7VSVuUl8,0,196.32,[blank] men in inflatable sumo wrestler costumes entertain the public by street performing in a public square .,two
cdb7VSVuUl8,0,33.24,[blank] men in inflatable sumo wrestler outfits talk to the camera and begin to entertain the people passing by as they stand in a paved public square .,two
NmmFlMtvE68,49.9,53.41,the groomer kisses the [blank] .,puppy
t6iq95QPZIg,26.65,108.76,a person holds a [blank] out and grabs a [blank] and pokes at sharks .,fish
7YOV0kZQIAo,0,81.85,a man plays a [blank] while facing the camera .,saxophone
Bs3TR80BRco,15.91,86.06,he mounts a [blank] and balances on it .,tightrope
Bs3TR80BRco,88.23,144.64,"he uses the [blank] to walk , showing the proper positions to maintain balance .",tightrope
MvKhjWRNTvI,0,17.45,a woman pics up a [blank] filled with red bullets .,bottle
MvKhjWRNTvI,0,17.45,a woman pics up a bottle filled with [blank] bullets .,red
MvKhjWRNTvI,19.11,44.04,a [blank] is loaded .,gun
MvKhjWRNTvI,47.36,98.05,"she shoots the [blank] bullets at a target , spattering it red .",paint
jWzLhOqcGtE,10.23,11.95,they jump up and make a [blank] .,basket
ymEh5T11kSQ,0,21.5,[blank] people are seen standing on a sandy beach with one kicking the ball and passing it to another .,two
FSfxYKauc9w,0,18.88,[blank] teams of hockey players are inside of the rink playing a game .,two
Q43BuVI2r-s,0,18.46,[blank] men are walking down planks with one rolling out paper and putting tape across .,two
Q43BuVI2r-s,18.88,52.45,other men lay down a [blank] sheet of paper and continue taping down the paper .,green
Q43BuVI2r-s,59.16,83.92,[blank] last set of paper is laid across with tape .,one
ACnOpQNrhqs,123.98,126.82,[blank] ladies high five each other .,two
ACnOpQNrhqs,140.07,146.7,[blank] ladies fall into the crowd on the left .,three
6G1wS1p1ig0,89.17,205.1,more [blank] are shown of people jump roping in different rooms and laughing with one another .,clips
p377oL-EM_E,0,7.3,a black screen appears with [blank] writing on it .,yellow
QNsonWAaFk4,89.48,127.69,[blank] men look behind them .,two
Vc4NSwtI5jM,20.78,29.67,"next , the [blank] enters inside an automatic car wash machine .",car
f98FHTGx64Q,2.6,33.83,[blank] people arm wrestle and take off clothes .,two
f98FHTGx64Q,95.41,109.29,the [blank] crash into the people once .,kites
OUPEzXXawCs,13.32,83.24,people are riding [blank] on a field .,horses
OUPEzXXawCs,31.63,83.24,the [blank] are running around on the field .,horses
J6T9pokWX1E,6.58,94.68,"a woman is talking and in between are clips playing of groomers grooming dogs , customers , dogs walking in the [blank] , products and dogs walking in the store .",store
roTIeCtx94Q,0,64.16,woman puts [blank] in a bowl with sugar .,butter
roTIeCtx94Q,0,64.16,"flour and mix it in a kitchen aid , adding eggs , vanilla and flour , when the mix is homogenous add [blank] chips .",chocolate
roTIeCtx94Q,64.16,104.33,the [blank] is molded in balls and in a tray to the oven .,dough
FOlMVTmAeaQ,19.44,57.68,"once complete , [blank] people rush out to measure the distance .",two
YPFk9ftkzl4,3.04,15.32,he lights a [blank] .,hookah
6dNh6AxVLx8,71.1,117.52,more [blank] are shown with a slow motion affect .,falls
OJJMEEsOdPQ,0,12.38,woman wwearing a red [blank] is standing in front of the pole .,shirt
OJJMEEsOdPQ,0,12.38,woman wwearing a [blank] shirt is standing in front of the pole .,red
z-94IUxC4Xc,110.28,139.6,[blank] man falls in the end and his board crashes along the side .,one
ZsqjU0X3mxY,0,14.93,a pale young woman in a [blank] dress is standing in the forest with long curly brownish-reddish hair and begins skipping .,white
ZsqjU0X3mxY,14.93,27.55,then she is shown with a [blank] shirt and long hair and begins talking in a dark staircase .,black
ZsqjU0X3mxY,14.93,27.55,then she is shown with a black shirt and long hair and begins talking in a dark [blank] .,staircase
ZsqjU0X3mxY,27.55,43.63,"she stands up , flips her pony tail and the camera pans her outfit and she has on a [blank] shirt and blue shorts and begins walking up the stairs .",black
ZsqjU0X3mxY,27.55,43.63,"she stands up , flips her pony tail and the camera pans her outfit and she has on a black shirt and [blank] shorts and begins walking up the stairs .",blue
ZsqjU0X3mxY,45.92,47.07,"next , she goes into a room and begins talking to a woman with a [blank] shirt and blonde hair .",black
ZsqjU0X3mxY,47.07,50.52,the lady holds up a white index [blank] with sketches of two heads .,card
ZsqjU0X3mxY,47.07,50.52,the lady holds up a [blank] index card with sketches of two heads .,white
ZsqjU0X3mxY,90.7,110.22,the girl sits in the [blank] and begins shaking her ear length hair and holding up the cut off hair in her hands .,chair
r4QPhlrqqP4,15.56,38.18,a [blank] garden appears with a woman standing next to it in a large garden next to a wheelbarrow filled with mulch .,herb
r4QPhlrqqP4,100.41,140.01,the woman continues talking before the scene morphs into video of a small [blank] potatoes on the ground pulled up by the root .,red
